timestamp,sync_bytes,time,id,checksum,format,data
1563914330174681576,43605,1563914330174,733,41386,'',"[98, 55, 121, 178, 150, 181, 156, 234, 237, 102, 49, 13, 182, 61, 149, 116, 135, 208, 226, 201, 65, 213, 1, 171, 190, 43, 107, 190, 22, 53, 106, 163, 85, 242, 245, 175, 58, 20, 67, 42, 208, 241]"
1563914330674701315,43605,1563914330674,1960,47011,'',"[163, 147, 21, 242, 146, 250, 90]"
1563914331174745935,43605,1563914331174,709,41526,'',"[253, 43, 100, 66, 171, 113, 226, 220, 98, 163, 29, 49, 164, 220, 115, 73, 17, 176, 202, 171, 37, 173, 235]"
1563914331674757691,43605,1563914331674,1676,51750,'',"[56, 209, 30, 135, 47]"
1563914332174732218,43605,1563914332174,513,24810,'',"[252, 159, 35, 159, 222, 234, 204, 21, 35, 154, 155, 46, 5, 30, 211]"
1563914332674763175,43605,1563914332674,1661,25099,'',"[177, 139, 27, 249, 68, 172, 154, 61, 168, 0, 123, 43]"
1563914333174769395,43605,1563914333174,83,22034,'',"[200, 102, 212, 187, 253, 231, 90, 136, 7, 177, 63, 107, 121, 144, 104]"
1563914333674758991,43605,1563914333674,752,31558,'',"[57, 152, 27, 24, 110, 139, 125, 226, 176, 82, 185, 39, 71, 123, 55, 173, 11, 139, 205, 88, 151, 22, 226, 40, 70]"
1563914334174717160,43605,1563914334174,35,1538,'',"[103, 121, 142, 2, 16, 69, 253, 35, 196, 56, 117, 137, 116]"
1563914334674736858,43605,1563914334674,329,59849,'',"[178, 194, 154, 83, 144, 13, 209, 0, 134, 1, 217]"
1563914335174779037,43605,1563914335174,775,9971,'',"[199, 76, 137, 45, 106, 68, 69, 136, 78, 163, 140, 55, 226, 6, 117, 188, 197]"
1563914335674706684,43605,1563914335674,1810,41377,'',"[228, 26, 61, 27, 154, 205, 143, 178, 182]"
1563914336174805185,43605,1563914336174,1464,6441,'',"[220, 16, 132, 161, 36, 31, 107, 90, 16, 23, 165, 140, 239, 218, 78, 179, 243, 195, 154, 178, 181, 219, 198, 157, 14, 211, 242, 215, 91, 176, 93, 211, 39]"
1563914336674703705,43605,1563914336674,67,42290,'',"[123, 175, 91, 19, 108, 159, 188, 19, 42, 118, 164, 57]"
1563914337174701166,43605,1563914337174,1287,44456,'',"[137, 241, 205, 51, 204, 45, 111, 252, 211, 163, 121, 101, 60, 141]"
1563914337674733778,43605,1563914337674,1862,65289,'',"[1, 101, 55, 184, 162, 126, 43, 252, 104, 95, 196, 187, 51]"
1563914338174764125,43605,1563914338174,855,8432,'',"[190, 184, 81, 95, 246, 201, 47, 220, 198, 44]"
1563914338674737978,43605,1563914338674,320,41661,'',"[238, 239, 126, 153, 83, 238, 214, 219, 34, 199, 187]"
1563914339174771891,43605,1563914339174,863,64885,'',"[72, 104, 47, 45, 45, 236, 232, 22, 17, 68, 108]"
1563914339674780162,43605,1563914339674,10,59048,'',"[50, 153, 52, 42, 87, 16, 150, 194]"
1563914340174753084,43605,1563914340174,169,10289,'',"[141, 58, 44, 219, 192, 145, 108, 97]"
1563914340674745634,43605,1563914340674,550,52441,'',"[90, 227, 62, 232, 94, 133, 223]"
1563914341174793625,43605,1563914341174,1545,11746,'',"[228, 230, 146, 109, 189, 78, 31, 144, 170, 6, 226, 130, 140, 20, 20]"
1563914341674714935,43605,1563914341674,14,13783,'',"[223, 125, 10, 20, 202, 248, 219, 60, 198, 184, 226, 88, 1, 164, 254]"
1563914342174726261,43605,1563914342174,1806,25574,'',"[251, 68, 73, 65, 20, 110, 14, 154, 252, 81, 191, 234, 134, 195, 252, 93, 214]"
1563914342674719266,43605,1563914342674,1767,28415,'',"[175, 210, 33, 144, 65, 97, 79, 103, 52, 183, 239, 174]"
1563914343174793289,43605,1563914343174,1630,5409,'',"[216, 133, 194, 103, 88, 212, 79, 30, 34]"
1563914343674719552,43605,1563914343674,1878,2936,'',"[138, 79, 228, 9, 163, 243, 244, 121, 240, 132, 145, 77, 96, 134, 162, 102, 227, 166, 179, 226, 31, 14, 93, 64, 69, 75, 6, 58, 220, 48, 153, 172, 75, 67, 2, 86, 250]"
1563914344174791396,43605,1563914344174,302,60170,'',"[118, 48, 241, 65, 65, 102, 216, 155, 145, 185, 91, 230]"
1563914344674720986,43605,1563914344674,1353,52748,'',"[114, 211, 180, 142, 106, 47, 215, 89, 175, 116, 207, 215, 232]"
1563914345174728223,43605,1563914345174,1945,12066,'',"[161, 16, 184, 147, 253, 155, 177, 105, 232, 56, 183, 246, 44, 43, 66, 90, 121, 194]"
1563914345674741202,43605,1563914345674,251,2042,'',"[214, 253, 135, 210, 115, 72, 203, 144, 202, 58, 123, 224, 72, 32, 35, 219]"
1563914346174779943,43605,1563914346174,1329,11071,'',"[211, 52, 215, 43, 20]"
1563914346674724457,43605,1563914346674,530,44712,'',"[58, 24, 44, 19, 67, 237, 168, 96, 160, 198, 246, 219, 212, 82, 77, 47, 211, 60, 64, 116]"
1563914347174776090,43605,1563914347174,1513,59183,'',"[42, 74, 202, 228, 2]"
1563914347674707017,43605,1563914347674,448,7894,'',"[245, 255, 8, 201, 118, 219, 84, 58, 176, 0, 110, 165, 2, 124, 29, 241]"
1563914348174740409,43605,1563914348174,1055,2018,'',"[88, 30, 149, 15, 120, 135, 14, 79, 26, 142, 111, 17, 30, 240, 30, 134, 0, 170, 200, 226, 23, 144, 20]"
1563914348674676837,43605,1563914348674,186,11423,'',"[157, 188, 212, 189, 172, 192, 116, 141, 225, 225, 4, 178, 178, 130, 231, 222, 115, 34, 86, 233, 205, 143, 224]"
1563914349174771119,43605,1563914349174,286,12973,'',"[59, 67, 13, 15, 51, 204, 127, 87, 115, 112, 136, 32, 2, 17, 187]"
1563914349674662091,43605,1563914349674,1564,60474,'',"[161, 59, 98, 133, 237, 130, 192, 177]"
1563914350174719279,43605,1563914350174,80,2326,'',"[127, 24, 133, 161, 252, 55]"
1563914350674678262,43605,1563914350674,1925,40892,'',"[243, 134, 240, 225, 178, 14, 0, 102, 154, 254, 15, 189, 36, 134, 92, 179, 254, 200, 174, 96, 75, 195, 136, 49, 179, 62, 88, 18, 183, 202, 169, 99, 183]"
1563914351174712263,43605,1563914351174,1440,50094,'',"[245, 32, 136, 236, 156, 101, 77, 36, 58, 0, 106, 124, 119, 159, 185, 120, 202, 18, 3, 5, 12, 108, 146, 162, 49, 159, 182, 131, 62]"
1563914351674692735,43605,1563914351674,23,17658,'',"[72, 242, 184, 227, 74, 194, 239]"
1563914352174695289,43605,1563914352174,414,33048,'',"[20, 96, 76, 206, 67, 242, 4, 92, 13, 98, 32, 157, 218, 146, 153, 180, 194, 96, 42]"
1563914352674751428,43605,1563914352674,1716,2976,'',"[208, 63, 222, 248, 75, 60, 231, 61, 114, 211, 232, 70, 225, 39, 51, 74, 23, 238, 114, 17, 49, 32, 45, 82, 146, 35, 165, 119, 190, 150]"
1563914353174755472,43605,1563914353174,1904,5216,'',"[76, 227, 220, 83, 251, 186, 206, 101, 170, 144]"
1563914353674693327,43605,1563914353674,912,36247,'',"[182, 59, 169, 45, 188, 130, 115, 81, 71, 200]"
1563914354174753828,43605,1563914354174,149,32232,'',"[45, 74, 176, 183, 49, 136, 24, 170, 180, 57, 181, 3, 204, 138, 182, 230, 246, 161, 171, 242, 199, 90, 114, 151, 70, 216]"
1563914354674739153,43605,1563914354674,337,5602,'',"[33, 72, 136, 46, 169, 14, 10]"
1563914355174792369,43605,1563914355174,275,23984,'',"[188, 14, 69, 85, 117, 134, 9, 235, 140, 100, 96, 232, 222, 202, 120, 115, 242]"
1563914355674685413,43605,1563914355674,158,64713,'',"[184, 155, 73, 239, 80, 25, 46, 227, 64, 221, 108, 240, 149, 15, 135, 60, 10, 37, 60, 225, 222, 15, 83, 12, 148, 11, 12]"
1563914356174770276,43605,1563914356174,1847,3552,'',"[46, 167, 244, 127, 11, 8, 179, 254, 164, 1, 23, 42, 159, 12, 74, 186, 102, 237]"
1563914356674768377,43605,1563914356674,403,51136,'',"[83, 47, 242, 112, 104, 161, 146, 40, 213, 159, 158, 41, 179]"
1563914357174751083,43605,1563914357174,40,18893,'',"[111, 37, 99, 159, 8, 143, 224, 22, 182, 235, 72, 168, 132, 73, 193, 224, 140, 221, 157, 23, 188, 40, 52, 179, 231, 244]"
1563914357674712544,43605,1563914357674,317,13350,'',"[124, 15, 27, 107, 243, 40, 14, 249, 98, 219, 212, 178, 1, 178, 72, 247, 168, 80, 110, 14, 44, 67, 220]"
1563914358174750597,43605,1563914358174,508,14356,'',"[201, 177, 239, 228, 33, 135, 13, 23, 156, 130, 232, 132, 39, 250]"
1563914358674662203,43605,1563914358674,418,29570,'',"[117, 242, 100, 61]"
1563914359174710043,43605,1563914359174,473,53191,'',"[241, 119, 117, 226, 108, 219, 232, 175, 102, 27, 209]"
1563914359674716461,43605,1563914359674,107,15376,'',"[250, 153, 186, 109, 59, 143, 87, 187, 98, 9]"
1563914360174790774,43605,1563914360174,58,37666,'',"[183, 113, 153, 179, 4, 39, 212, 237, 39, 126, 185, 50, 103, 227, 57, 149, 216]"
1563914360674687921,43605,1563914360674,1385,38307,'',"[45, 20, 39, 27, 129, 57, 135, 156, 226, 243]"
1563914361174763601,43605,1563914361174,949,38996,'',"[41, 234, 89, 114, 145, 125, 153, 243, 146]"
1563914361674702596,43605,1563914361674,938,42728,'',"[149, 17, 135, 55, 195, 10, 27, 112, 126, 17, 87, 137, 221, 251, 26, 94, 130, 38, 116]"
1563914362174759476,43605,1563914362174,1966,6818,'',"[245, 168, 189, 127, 57, 238, 249, 255, 81, 72, 56, 68, 29, 27, 56, 8, 160]"
1563914362674705475,43605,1563914362674,26,911,'',"[173, 17, 226, 23, 51]"
1563914363174703462,43605,1563914363174,1983,62942,'',"[76, 133, 236, 222, 29, 90, 67, 214, 88, 30, 192, 47, 83, 39, 242, 38, 121]"
1563914363674698604,43605,1563914363674,847,21154,'',"[173, 108, 200, 6, 104, 27, 150, 214, 150, 37, 242, 241, 228, 160]"
1563914364174773534,43605,1563914364174,1211,21983,'',"[173, 75, 60, 119, 69, 26, 132, 50, 24, 123, 239, 8, 29, 181, 55, 140, 47, 85, 181, 107, 186, 86, 8, 149, 134, 55, 74, 138, 119, 20]"
1563914364674665608,43605,1563914364674,296,13468,'',"[43, 232, 44, 2, 111, 125, 144, 67, 140]"
1563914365174752327,43605,1563914365174,1935,21303,'',"[40, 5, 204, 78, 185, 242, 202, 93, 140, 238, 2, 165]"
1563914365674678419,43605,1563914365674,491,17897,'',"[52, 150, 102, 216, 238, 84, 171, 168, 1, 57, 190, 110, 192, 119, 233, 93, 12, 240, 22, 120, 185, 187, 3, 64, 149, 132, 56, 38, 252, 192, 107, 3, 18, 233]"
1563914366174749141,43605,1563914366174,486,7452,'',"[117, 232, 50, 26, 225, 187, 204, 91, 170, 132, 99, 148, 180, 196, 67, 10, 85, 145, 63, 190, 63, 85, 40, 207, 169, 99, 246, 231, 126, 136, 209, 121, 133, 173]"
1563914366674659147,43605,1563914366674,1751,59909,'',"[246, 58, 14, 209, 148, 67, 27, 135, 185, 78, 3, 244, 102]"
1563914367174787974,43605,1563914367174,801,50872,'',"[67, 171, 74, 55, 126, 201, 91, 190, 241, 78, 211, 39, 189, 27, 40]"
1563914367674709878,43605,1563914367674,1855,34686,'',"[29, 160, 203, 72]"
1563914368174737790,43605,1563914368174,127,32726,'',"[9, 211, 46]"
1563914368674737002,43605,1563914368674,1027,3507,'',"[70, 167, 209, 191, 213, 109, 190, 188, 228, 108, 239, 141, 124, 199, 167, 136, 127, 133]"
1563914369174774528,43605,1563914369174,131,9016,'',"[104, 214, 45, 22, 200, 35, 9, 216, 73, 105, 7, 111, 177, 122]"
1563914369674729590,43605,1563914369674,929,15702,'',"[155, 65, 91, 12, 237, 53, 48, 17, 74, 59, 121, 161, 31, 232, 115, 140, 212, 5, 242]"
1563914370174769359,43605,1563914370174,1603,29708,'',"[118, 105, 41, 194, 119]"
1563914370674695707,43605,1563914370674,130,60256,'',"[129, 213, 37, 16, 87, 127, 19, 110, 81, 202, 15]"
1563914371174737282,43605,1563914371174,335,19773,'',"[44, 247, 166, 193, 96]"
1563914371674697568,43605,1563914371674,1424,21082,'',"[128, 31, 93, 113, 134, 113, 43, 145, 204, 233, 140, 52, 235, 120, 173, 81, 33, 45, 162, 73]"
1563914372174733438,43605,1563914372174,1975,22510,'',"[139, 9, 8, 50, 42, 202, 70, 186, 86, 173, 252, 178, 191, 196, 177, 95, 187, 133]"
1563914372674681616,43605,1563914372674,1815,65259,'',"[50, 36, 89, 46, 35, 99, 5, 90, 64, 69, 91]"
1563914373174783387,43605,1563914373174,330,56960,'',"[240, 67, 212, 41, 193, 63, 203, 177, 88]"
1563914373674687905,43605,1563914373674,657,4493,'',"[90, 94, 64, 100, 81, 183, 39, 66, 216, 133, 104, 65, 197, 181, 239, 210, 166, 233, 233, 173]"
1563914374174758413,43605,1563914374174,1408,5040,'',"[89, 236, 235, 163, 125, 161, 123]"
1563914374674688872,43605,1563914374674,1195,30938,'',"[30, 240, 156, 171, 39, 192, 189, 178, 86, 187, 114, 232, 189, 164, 84]"
1563914375174758494,43605,1563914375174,1088,10580,'',"[11, 70, 227, 13, 140, 249, 24, 76, 133, 90, 160, 95, 39, 183, 238]"
1563914375674731958,43605,1563914375674,1820,53243,'',"[87, 68, 236, 175, 122, 106, 242, 201, 172, 74, 202, 86, 101, 140, 205, 240, 101, 71, 181, 164, 156, 115, 97, 57, 168]"
1563914376174716959,43605,1563914376174,1991,44695,'',"[146, 149, 155, 28, 21, 135]"
1563914376674695584,43605,1563914376674,1131,63233,'',"[125, 47, 140, 169, 223, 250, 101, 249, 201, 43, 164, 52, 100, 77]"
1563914377174738011,43605,1563914377174,1166,27144,'',"[120, 221, 48, 59, 95, 24, 130, 224, 23, 67, 141, 99, 247, 160, 210, 83, 106, 221, 176, 183, 54, 245, 30, 209]"
1563914377674700400,43605,1563914377674,1778,6641,'',"[76, 200, 157, 64, 114, 150, 112, 155, 119]"
1563914378174709052,43605,1563914378174,1797,53347,'',"[145, 163, 81, 229, 136, 91, 18, 204, 59]"
1563914378674671692,43605,1563914378674,109,22031,'',"[226, 109, 188, 49, 106, 16, 191, 54, 164, 188, 161, 1, 184, 215, 216]"
1563914379174705983,43605,1563914379174,1253,41174,'',"[218, 135, 106, 40, 22, 69, 68, 122, 54, 44, 105, 217, 160]"
1563914379674713230,43605,1563914379674,1225,46694,'',"[176, 233, 11, 83, 208, 39, 30, 34, 119, 206, 217, 73, 201, 65, 91, 120, 126, 245]"
1563914380174804841,43605,1563914380174,523,6447,'',"[217, 195, 63, 217, 55, 165, 95, 95, 94, 66, 33, 64, 187, 34, 171, 225, 139, 59, 100, 162, 155, 177, 220, 251, 214, 2]"
1563914380674713797,43605,1563914380674,1559,50680,'',"[54, 70, 144, 93, 59, 79, 101, 168, 254, 177, 204, 244, 153, 9, 173, 181, 49, 96, 172, 213, 190, 237, 135, 35, 133, 127, 151]"
1563914381174772074,43605,1563914381174,1112,63998,'',"[96, 83, 117, 221, 151, 29, 115, 18, 242, 31, 88, 12, 36, 196, 181, 61, 180, 194]"
1563914381674760621,43605,1563914381674,627,28928,'',"[96, 184, 177, 199, 174, 104, 85, 66, 49, 70, 85, 6, 238, 44, 95]"
1563914382174759243,43605,1563914382174,1276,45162,'',"[107, 187, 59, 214, 108]"
1563914382674729235,43605,1563914382674,64,22476,'',"[14, 239, 115, 142, 174]"
1563914383174731917,43605,1563914383174,1005,40992,'',"[111, 73, 177, 163, 220, 113, 21, 191, 87, 176, 253, 116, 147, 240]"
1563914383674738887,43605,1563914383674,701,44946,'',"[109, 239, 35, 63, 128, 0, 50, 242, 53, 133, 254, 171]"
1563914384174748966,43605,1563914384174,74,65398,'',"[46, 251, 3, 195, 144, 222, 230, 32, 45, 12, 51, 135, 11, 20, 46, 123, 67, 48, 227, 229, 90, 147, 190, 90, 177, 237, 115, 77, 133]"
1563914384674706152,43605,1563914384674,1365,49645,'',"[69, 82, 65, 159, 125, 142, 166, 254, 41, 10, 215, 2, 59, 209, 74, 172]"
1563914385174742989,43605,1563914385174,826,63424,'',"[214, 235, 19, 153, 164, 81, 145, 7, 18, 34, 49, 46, 237, 123, 73, 201, 16]"
1563914385674691583,43605,1563914385674,689,27923,'',"[196, 88, 200, 190, 93, 21, 1, 131, 161]"
1563914386174776711,43605,1563914386174,63,56760,'',"[15, 70, 189, 141, 122, 172, 153, 185, 150, 75, 210, 118, 33, 231, 171, 64, 218, 147, 221, 127, 97, 72, 4, 233, 191]"
1563914386674707503,43605,1563914386674,1770,29102,'',"[133, 244, 190, 75, 168, 212, 152, 12, 235]"
1563914387174736897,43605,1563914387174,1284,28359,'',"[21, 174, 181, 50, 255, 74, 249, 148, 52, 8, 98, 210]"
1563914387674788143,43605,1563914387674,508,3999,'',"[168, 207, 187, 3, 158, 235, 111, 173, 233, 217, 203, 82, 201, 215, 206, 79, 9, 202, 8, 125, 62, 9, 89, 243, 77]"
1563914388174746650,43605,1563914388174,1538,23675,'',"[223, 253, 244, 55, 228, 96, 119, 10, 161, 131, 186, 99, 35, 190, 50, 36, 243, 122, 182, 63, 94, 156, 196, 26, 88, 111, 206, 131, 120, 225, 23, 187, 39]"
1563914388674750622,43605,1563914388674,484,15368,'',"[49, 68, 19, 148, 52, 18, 105, 159, 168]"
1563914389174782799,43605,1563914389174,24,50400,'',"[94, 120, 12, 78, 124, 47]"
1563914389674720281,43605,1563914389674,1122,33073,'',"[145, 193, 142, 151, 248, 51, 199, 139, 69]"
1563914390174768605,43605,1563914390174,448,18856,'',"[81, 150, 224, 192, 197, 234, 135, 231, 70, 83, 18, 68, 127, 63, 48, 164, 74, 78]"
1563914390674716939,43605,1563914390674,1504,24229,'',"[197, 109, 92, 5, 99, 11, 246, 36, 127, 46, 211, 47, 22, 163, 107, 195, 135, 79, 77, 155, 56, 144, 165, 30, 87, 175, 24, 128, 73, 111, 213, 229, 99, 64, 136]"
1563914391174706257,43605,1563914391174,1054,9477,'',"[240, 38, 13, 252, 250, 114, 167, 35, 16, 160, 188, 165, 60, 121, 181, 152, 41, 74, 10, 145, 109]"
1563914391674694961,43605,1563914391674,663,60892,'',"[1, 180, 126, 149, 156, 183, 254]"
1563914392174768312,43605,1563914392174,1997,10640,'',"[77, 38, 153]"
1563914392674799616,43605,1563914392674,1566,48040,'',"[74, 19, 210, 60, 236, 125, 54, 7, 12, 188]"
1563914393174676403,43605,1563914393174,1667,10369,'',"[160, 151, 123, 99, 190, 195, 98, 89, 195, 102, 74, 76, 140, 244, 143, 64, 98, 104, 76, 141, 92, 39, 39, 167, 148, 48, 142, 22, 205, 91, 34, 140, 115, 98, 192, 203, 64, 219]"
1563914393674787950,43605,1563914393674,1246,42908,'',"[7, 130, 31, 252, 204, 149, 40, 181, 164]"
1563914394174741618,43605,1563914394174,1751,14219,'',"[254, 135, 33, 165, 229, 156, 122, 148, 126, 69, 99, 172, 35, 56, 103, 57, 203, 163, 35, 129, 64, 125, 159, 52, 224, 161]"
1563914394674716779,43605,1563914394674,1271,63609,'',"[10, 16, 12, 17]"
1563914395174723638,43605,1563914395174,1958,57113,'',"[99, 93, 253, 1, 88, 140, 189, 5, 177, 171, 247, 153, 93, 225, 188, 227, 168, 4, 222, 31, 166, 195, 25, 194, 181, 83, 190, 123, 49, 235, 15, 12, 15, 92]"
1563914395674814336,43605,1563914395674,271,33177,'',"[188, 230, 65, 225, 100, 94, 13, 139, 123, 20, 247, 116, 242, 11, 155, 2, 175, 118, 152, 251, 167, 12, 163, 222]"
1563914396174742719,43605,1563914396174,1825,52254,'',"[119, 251, 199, 49, 27, 169, 104, 232, 42, 84, 231, 50]"
1563914396674761676,43605,1563914396674,1706,39769,'',"[112, 108, 192, 241, 9, 23, 140, 89, 57, 231, 21, 230, 15, 109, 230, 37, 127, 76, 211, 37, 175, 141, 13, 58, 209, 216, 73, 33, 83, 3, 196, 143, 185, 131, 26]"
1563914397174749015,43605,1563914397174,1462,41427,'',"[247, 243, 64, 174, 18, 170, 181, 37, 5, 7, 238, 231, 207, 228, 222, 94, 179, 178, 139, 84, 244, 111, 1, 236, 243, 52, 63, 171, 143]"
1563914397674799875,43605,1563914397674,1315,62409,'',"[228, 239, 244, 193, 55, 72, 206, 55, 221, 86]"
1563914398174751452,43605,1563914398174,1092,24648,'',"[142, 30, 113, 139, 136, 157, 194, 126, 182, 95, 172]"
1563914398674845864,43605,1563914398674,175,8160,'',"[98, 255, 156, 100, 45]"
1563914399174723084,43605,1563914399174,290,27111,'',"[156, 219, 23, 185, 181, 115, 92, 101, 46, 226, 147, 47, 28, 208, 156, 171, 251]"
1563914399674711258,43605,1563914399674,160,38591,'',"[43, 218, 27, 246, 84, 104, 89, 123, 42, 45, 239, 115, 118, 140, 29, 34, 71, 227, 235, 156, 80, 39, 255, 186, 193]"
1563914400174711970,43605,1563914400174,161,19522,'',"[115, 40, 205, 60, 72, 179, 103, 48]"
1563914400674765306,43605,1563914400674,632,19285,'',"[181, 58, 56, 221, 219, 169, 80, 181, 184, 171, 36]"
1563914401174748797,43605,1563914401174,321,3009,'',"[237, 216, 8, 84, 163, 214, 230, 114, 121, 20, 180, 28, 46, 180, 24, 245, 182, 165, 54, 92, 2, 112, 2, 173]"
1563914401674765314,43605,1563914401674,1650,3026,'',"[149, 252, 115, 217, 85, 198, 172, 0, 201, 198, 252, 18, 251]"
1563914402174734144,43605,1563914402174,586,36381,'',"[83, 107, 83, 12, 106, 229, 164, 13, 64, 1, 62, 53, 182, 50, 172, 128, 1, 152, 123, 229, 130, 70, 10, 93]"
1563914402674770484,43605,1563914402674,754,41840,'',"[8, 185, 184, 114, 128, 226, 29, 24, 73, 87, 63, 116, 43]"
1563914403174777778,43605,1563914403174,1504,786,'',"[33, 154, 178, 219, 76, 5]"
1563914403674798998,43605,1563914403674,1073,11526,'',"[237, 248, 91, 101, 113, 255, 161, 18, 226, 205, 189, 224, 243, 72, 62]"
1563914404174736212,43605,1563914404174,531,879,'',"[217, 198, 199, 153, 95, 65, 72, 3, 66, 16, 233, 221, 154, 69, 25, 211]"
1563914404674887994,43605,1563914404674,1576,21457,'',"[154, 180, 90, 124, 50, 126, 50, 149, 113, 249, 130, 190, 75, 190, 2]"
1563914405174797673,43605,1563914405174,878,37218,'',"[13, 172, 82, 42, 166, 117, 69]"
1563914405674782785,43605,1563914405674,244,44711,'',"[23, 188, 154, 4]"
1563914406174750688,43605,1563914406174,173,8644,'',[]
1563914406674814526,43605,1563914406674,255,33965,'',[170]
1563914407174737345,43605,1563914407174,1205,36699,'',"[214, 14, 123, 170]"
1563914407674958439,43605,1563914407674,5,22957,'',"[159, 156, 52, 98, 142, 62, 68, 65, 89, 143, 198, 50, 214, 237, 202, 131, 149]"
1563914408174729290,43605,1563914408174,304,12390,'',"[40, 228, 64, 19, 100, 122, 144, 26, 208, 193, 74]"
1563914408674757286,43605,1563914408674,1094,26026,'',"[186, 250, 222, 167, 52, 33, 137, 187, 188, 27, 42, 42, 200, 210, 255, 250, 103, 57, 68]"
1563914409174764404,43605,1563914409174,1750,63859,'',"[71, 224, 139, 69]"
1563914409674759435,43605,1563914409674,778,7606,'',"[140, 76, 120, 116, 112, 49, 98, 29, 75, 30, 138, 130, 122, 88, 115]"
